kpi_name,period,value,delta,driver,status,scenario_id
vision_2030_compliance,2023-01,85.5,0.0,Composite,positive,base
capacity_violations_count,2023-01,0.0,0.0,Overload,positive,base
avg_wheat_cost_sar,2023-01,1080.8105,0.0,Market,neutral,base
wheat_cost_index,2023-01,1058.7019,0.0,Raw material,neutral,base
mill_utilization_pct,2023-01,64.8259,0.0,Utilization,positive,base
overload_hours,2023-01,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-01,196.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-01,0.2,0.0,Continuity,neutral,base
total_wheat_requirement_tons,2023-01,64860.29,0.0,Procurement,neutral,base
waste_impact_pct,2023-01,2.253,0.0,Waste,positive,base
downtime_risk_score,2023-01,32.4,0.0,Risk model,positive,base
high_risk_supply_pct,2023-01,40.4,0.0,Geopolitics,negative,base
yield_variability_index,2023-01,0.052,0.0,Quality,neutral,base
waste_rate_vs_target,2023-01,-0.25,0.0,Gap to target,positive,base
energy_per_ton,2023-01,69.209,0.0,Efficiency,neutral,base
water_per_ton,2023-01,0.8058,0.0,Conservation,neutral,base
import_dependency_pct,2023-01,100.0,0.0,Supply chain,negative,base
recipe_time_utilization_pct,2023-02,64.8594,0.0335,Time constraint,positive,base
capacity_violations_count,2023-02,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-02,1092.6432,11.8327,Wheat price,neutral,base
waste_rate_pct,2023-02,2.1536,-0.0994,Recipe mix,positive,base
vision_2030_index,2023-02,85.5,0.0,Sustainability,positive,base
avg_changeovers,2023-02,103.0,0.0,Recipe switches,neutral,base
forecast_confidence_pct,2023-02,87.2398,0.0,Model accuracy,positive,base
total_recipe_hours,2023-02,1546.14,0.0,Recipe demand,neutral,base
seasonality_index,2023-02,1.0557,0.0,Calendar,neutral,base
planned_recipe_hours,2023-02,1054.29,0.0,Schedule,neutral,base
available_mill_hours,2023-02,1625.5,0.0,Capacity,neutral,base
total_sku_forecast_units,2023-02,3664121.0,0.0,Forecast,neutral,base
total_demand_tons,2023-02,60789.9,-6.2757,SKU forecast,negative,base
bulk_flour_required_tons,2023-02,60789.9,0.0,Flour demand,neutral,base
slack_shortfall_hours,2023-02,571.21,0.0,Capacity balance,positive,base
avg_run_length_days,2023-02,0.2,0.0,Continuity,neutral,base
wheat_cost_index,2023-02,1058.8534,0.0,Raw material,neutral,base
vision_2030_compliance,2023-02,85.5,0.0,Composite,positive,base
overload_hours,2023-02,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-02,176.0,0.0,Scheduling,neutral,base
downtime_risk_score,2023-02,32.4,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-02,60789.78,0.0,Procurement,neutral,base
yield_variability_index,2023-02,0.105,0.0,Quality,neutral,base
mill_utilization_pct,2023-02,64.8594,0.0,Utilization,positive,base
high_risk_supply_pct,2023-02,40.3,0.0,Geopolitics,negative,base
waste_impact_pct,2023-02,2.1536,0.0,Waste,positive,base
waste_rate_vs_target,2023-02,-0.35,0.0,Gap to target,positive,base
energy_per_ton,2023-02,69.7445,0.0,Efficiency,neutral,base
water_per_ton,2023-02,0.7745,0.0,Conservation,neutral,base
avg_wheat_cost_sar,2023-02,1092.6432,0.0,Market,neutral,base
import_dependency_pct,2023-02,100.0,0.0,Supply chain,negative,base
total_demand_tons,2023-03,76238.24,25.4127,SKU forecast,positive,base
total_sku_forecast_units,2023-03,4592247.0,0.0,Forecast,neutral,base
capacity_violations_count,2023-03,0.0,0.0,Overload,positive,base
waste_rate_pct,2023-03,2.0545,-0.0991,Recipe mix,positive,base
vision_2030_index,2023-03,85.5,0.0,Sustainability,positive,base
avg_cost_per_ton,2023-03,1110.9857,18.3425,Wheat price,neutral,base
forecast_confidence_pct,2023-03,87.7465,0.0,Model accuracy,positive,base
total_recipe_hours,2023-03,1935.62,0.0,Recipe demand,neutral,base
seasonality_index,2023-03,1.1868,0.0,Calendar,neutral,base
planned_recipe_hours,2023-03,1187.09,0.0,Schedule,neutral,base
available_mill_hours,2023-03,1819.5,0.0,Capacity,neutral,base
avg_changeovers,2023-03,116.0,0.0,Recipe switches,neutral,base
bulk_flour_required_tons,2023-03,76238.24,0.0,Flour demand,neutral,base
slack_shortfall_hours,2023-03,632.41,0.0,Capacity balance,positive,base
recipe_time_utilization_pct,2023-03,65.2426,0.3832,Time constraint,positive,base
wheat_cost_index,2023-03,1058.0769,0.0,Raw material,neutral,base
mill_utilization_pct,2023-03,65.2426,0.0,Utilization,positive,base
overload_hours,2023-03,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-03,199.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-03,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-03,32.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-03,76238.16,0.0,Procurement,neutral,base
yield_variability_index,2023-03,0.054,0.0,Quality,neutral,base
vision_2030_compliance,2023-03,85.5,0.0,Composite,positive,base
high_risk_supply_pct,2023-03,40.1,0.0,Geopolitics,negative,base
waste_rate_vs_target,2023-03,-0.45,0.0,Gap to target,positive,base
energy_per_ton,2023-03,68.9009,0.0,Efficiency,neutral,base
water_per_ton,2023-03,0.7873,0.0,Conservation,neutral,base
waste_impact_pct,2023-03,2.0545,0.0,Waste,positive,base
avg_wheat_cost_sar,2023-03,1110.9857,0.0,Market,neutral,base
import_dependency_pct,2023-03,100.0,0.0,Supply chain,negative,base
total_demand_tons,2023-04,82815.36,8.6271,SKU forecast,positive,base
recipe_time_utilization_pct,2023-04,64.3339,-0.9087,Time constraint,positive,base
capacity_violations_count,2023-04,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-04,1126.6387,15.653,Wheat price,neutral,base
waste_rate_pct,2023-04,2.13,0.0755,Recipe mix,positive,base
vision_2030_index,2023-04,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2023-04,87.6667,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2023-04,82815.36,0.0,Flour demand,neutral,base
total_recipe_hours,2023-04,2099.05,0.0,Recipe demand,neutral,base
seasonality_index,2023-04,1.3407,0.0,Calendar,neutral,base
planned_recipe_hours,2023-04,1103.97,0.0,Schedule,neutral,base
available_mill_hours,2023-04,1716.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-04,612.03,0.0,Capacity balance,positive,base
avg_changeovers,2023-04,108.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-04,1057.3736,0.0,Raw material,neutral,base
total_sku_forecast_units,2023-04,5003746.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2023-04,1126.6387,0.0,Market,neutral,base
mill_utilization_pct,2023-04,64.3339,0.0,Utilization,positive,base
overload_hours,2023-04,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-04,184.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-04,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-04,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-04,82815.41,0.0,Procurement,neutral,base
waste_impact_pct,2023-04,2.13,0.0,Waste,positive,base
import_dependency_pct,2023-04,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-04,39.9,0.0,Geopolitics,negative,base
waste_rate_vs_target,2023-04,-0.37,0.0,Gap to target,positive,base
energy_per_ton,2023-04,71.0473,0.0,Efficiency,neutral,base
water_per_ton,2023-04,0.8026,0.0,Conservation,neutral,base
vision_2030_compliance,2023-04,85.5,0.0,Composite,positive,base
yield_variability_index,2023-04,0.069,0.0,Quality,neutral,base
total_demand_tons,2023-05,68112.4,-17.7539,SKU forecast,negative,base
recipe_time_utilization_pct,2023-05,65.518,1.1841,Time constraint,positive,base
capacity_violations_count,2023-05,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-05,1089.7209,-36.9178,Wheat price,neutral,base
waste_rate_pct,2023-05,2.1633,0.0333,Recipe mix,positive,base
vision_2030_index,2023-05,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2023-05,87.5576,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2023-05,68112.4,0.0,Flour demand,neutral,base
total_recipe_hours,2023-05,1732.55,0.0,Recipe demand,neutral,base
seasonality_index,2023-05,1.0568,0.0,Calendar,neutral,base
planned_recipe_hours,2023-05,1201.6,0.0,Schedule,neutral,base
available_mill_hours,2023-05,1834.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-05,632.4,0.0,Capacity balance,positive,base
avg_changeovers,2023-05,115.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2023-05,4107237.0,0.0,Forecast,neutral,base
vision_2030_compliance,2023-05,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2023-05,1089.7209,0.0,Market,neutral,base
wheat_cost_index,2023-05,1058.8309,0.0,Raw material,neutral,base
mill_utilization_pct,2023-05,65.518,0.0,Utilization,positive,base
overload_hours,2023-05,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-05,199.0,0.0,Scheduling,neutral,base
downtime_risk_score,2023-05,32.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-05,68112.36,0.0,Procurement,neutral,base
avg_run_length_days,2023-05,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2023-05,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-05,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2023-05,-0.34,0.0,Gap to target,positive,base
energy_per_ton,2023-05,70.0611,0.0,Efficiency,neutral,base
water_per_ton,2023-05,0.7783,0.0,Conservation,neutral,base
waste_impact_pct,2023-05,2.1633,0.0,Waste,positive,base
yield_variability_index,2023-05,0.083,0.0,Quality,neutral,base
waste_rate_pct,2023-06,1.94,-0.2233,Recipe mix,positive,base
avg_changeovers,2023-06,112.0,0.0,Recipe switches,neutral,base
total_demand_tons,2023-06,79569.87,16.8214,SKU forecast,positive,base
recipe_time_utilization_pct,2023-06,65.1293,-0.3886,Time constraint,positive,base
capacity_violations_count,2023-06,0.0,0.0,Overload,positive,base
vision_2030_index,2023-06,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-06,4824496.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-06,79569.87,0.0,Flour demand,neutral,base
total_recipe_hours,2023-06,2025.66,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-06,87.4667,0.0,Model accuracy,positive,base
seasonality_index,2023-06,1.2767,0.0,Calendar,neutral,base
planned_recipe_hours,2023-06,1143.02,0.0,Schedule,neutral,base
available_mill_hours,2023-06,1755.0,0.0,Capacity,neutral,base
avg_cost_per_ton,2023-06,1104.943,15.2221,Wheat price,neutral,base
slack_shortfall_hours,2023-06,611.98,0.0,Capacity balance,positive,base
wheat_cost_index,2023-06,1058.377,0.0,Raw material,neutral,base
avg_wheat_cost_sar,2023-06,1104.943,0.0,Market,neutral,base
mill_utilization_pct,2023-06,65.1293,0.0,Utilization,positive,base
overload_hours,2023-06,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-06,193.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-06,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-06,32.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-06,79569.83,0.0,Procurement,neutral,base
vision_2030_compliance,2023-06,85.5,0.0,Composite,positive,base
import_dependency_pct,2023-06,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-06,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2023-06,-0.56,0.0,Gap to target,positive,base
energy_per_ton,2023-06,69.41,0.0,Efficiency,neutral,base
water_per_ton,2023-06,0.7728,0.0,Conservation,neutral,base
waste_impact_pct,2023-06,1.94,0.0,Waste,positive,base
yield_variability_index,2023-06,0.068,0.0,Quality,neutral,base
recipe_time_utilization_pct,2023-07,64.6094,-0.5199,Time constraint,positive,base
capacity_violations_count,2023-07,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-07,1060.9095,-44.0335,Wheat price,neutral,base
waste_rate_pct,2023-07,2.1233,0.1833,Recipe mix,positive,base
vision_2030_index,2023-07,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-07,3805175.0,0.0,Forecast,neutral,base
seasonality_index,2023-07,0.9803,0.0,Calendar,neutral,base
total_recipe_hours,2023-07,1593.61,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-07,87.5346,0.0,Model accuracy,positive,base
avg_changeovers,2023-07,114.0,0.0,Recipe switches,neutral,base
planned_recipe_hours,2023-07,1154.57,0.0,Schedule,neutral,base
available_mill_hours,2023-07,1787.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-07,632.43,0.0,Capacity balance,positive,base
total_demand_tons,2023-07,62655.31,-21.2575,SKU forecast,negative,base
wheat_cost_index,2023-07,1058.8345,0.0,Raw material,neutral,base
bulk_flour_required_tons,2023-07,62655.31,0.0,Flour demand,neutral,base
import_dependency_pct,2023-07,100.0,0.0,Supply chain,negative,base
total_wheat_requirement_tons,2023-07,62655.33,0.0,Procurement,neutral,base
overload_hours,2023-07,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-07,195.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-07,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-07,32.3,0.0,Risk model,positive,base
avg_wheat_cost_sar,2023-07,1060.9095,0.0,Market,neutral,base
waste_impact_pct,2023-07,2.1233,0.0,Waste,positive,base
high_risk_supply_pct,2023-07,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-07,0.054,0.0,Quality,neutral,base
waste_rate_vs_target,2023-07,-0.38,0.0,Gap to target,positive,base
energy_per_ton,2023-07,69.4992,0.0,Efficiency,neutral,base
water_per_ton,2023-07,0.7693,0.0,Conservation,neutral,base
vision_2030_compliance,2023-07,85.5,0.0,Composite,positive,base
mill_utilization_pct,2023-07,64.6094,0.0,Utilization,positive,base
recipe_time_utilization_pct,2023-08,65.2044,0.595,Time constraint,positive,base
capacity_violations_count,2023-08,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-08,1049.598,-11.3116,Wheat price,neutral,base
waste_rate_pct,2023-08,2.036,-0.0873,Recipe mix,positive,base
vision_2030_index,2023-08,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-08,3694915.0,0.0,Forecast,neutral,base
seasonality_index,2023-08,0.9442,0.0,Calendar,neutral,base
total_recipe_hours,2023-08,1553.61,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-08,87.2604,0.0,Model accuracy,positive,base
planned_recipe_hours,2023-08,1185.09,0.0,Schedule,neutral,base
available_mill_hours,2023-08,1817.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-08,632.41,0.0,Capacity balance,positive,base
avg_changeovers,2023-08,115.0,0.0,Recipe switches,neutral,base
total_demand_tons,2023-08,61071.17,-2.5283,SKU forecast,negative,base
bulk_flour_required_tons,2023-08,61071.17,0.0,Flour demand,neutral,base
wheat_cost_index,2023-08,1058.8436,0.0,Raw material,neutral,base
import_dependency_pct,2023-08,100.0,0.0,Supply chain,negative,base
waste_impact_pct,2023-08,2.036,0.0,Waste,positive,base
overload_hours,2023-08,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-08,198.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-08,0.2,0.0,Continuity,neutral,base
total_wheat_requirement_tons,2023-08,61071.13,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-08,1049.598,0.0,Market,neutral,base
downtime_risk_score,2023-08,32.6,0.0,Risk model,positive,base
high_risk_supply_pct,2023-08,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-08,0.099,0.0,Quality,neutral,base
energy_per_ton,2023-08,70.337,0.0,Efficiency,neutral,base
water_per_ton,2023-08,0.7929,0.0,Conservation,neutral,base
vision_2030_compliance,2023-08,85.5,0.0,Composite,positive,base
mill_utilization_pct,2023-08,65.2044,0.0,Utilization,positive,base
waste_rate_vs_target,2023-08,-0.46,0.0,Gap to target,positive,base
total_demand_tons,2023-09,57746.52,-5.4439,SKU forecast,negative,base
recipe_time_utilization_pct,2023-09,63.9056,-1.2988,Time constraint,positive,base
capacity_violations_count,2023-09,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-09,1041.3746,-8.2234,Wheat price,neutral,base
waste_rate_pct,2023-09,2.1418,0.1058,Recipe mix,positive,base
vision_2030_index,2023-09,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2023-09,87.7619,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2023-09,57746.52,0.0,Flour demand,neutral,base
total_recipe_hours,2023-09,1468.65,0.0,Recipe demand,neutral,base
seasonality_index,2023-09,0.9233,0.0,Calendar,neutral,base
planned_recipe_hours,2023-09,1083.52,0.0,Schedule,neutral,base
available_mill_hours,2023-09,1695.5,0.0,Capacity,neutral,base
total_sku_forecast_units,2023-09,3486705.0,0.0,Forecast,neutral,base
avg_changeovers,2023-09,109.0,0.0,Recipe switches,neutral,base
slack_shortfall_hours,2023-09,611.98,0.0,Capacity balance,positive,base
vision_2030_compliance,2023-09,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2023-09,1041.3746,0.0,Market,neutral,base
mill_utilization_pct,2023-09,63.9056,0.0,Utilization,positive,base
overload_hours,2023-09,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-09,187.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-09,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-09,32.0,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-09,57746.65,0.0,Procurement,neutral,base
wheat_cost_index,2023-09,1058.8426,0.0,Raw material,neutral,base
import_dependency_pct,2023-09,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-09,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2023-09,-0.36,0.0,Gap to target,positive,base
energy_per_ton,2023-09,69.8136,0.0,Efficiency,neutral,base
water_per_ton,2023-09,0.7943,0.0,Conservation,neutral,base
waste_impact_pct,2023-09,2.1418,0.0,Waste,positive,base
yield_variability_index,2023-09,0.078,0.0,Quality,neutral,base
total_demand_tons,2023-10,59723.83,3.4241,SKU forecast,positive,base
recipe_time_utilization_pct,2023-10,64.3902,0.4846,Time constraint,positive,base
capacity_violations_count,2023-10,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-10,1037.1044,-4.2701,Wheat price,neutral,base
waste_rate_pct,2023-10,2.1791,0.0373,Recipe mix,positive,base
vision_2030_index,2023-10,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2023-10,87.6267,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2023-10,59723.83,0.0,Flour demand,neutral,base
total_recipe_hours,2023-10,1519.45,0.0,Recipe demand,neutral,base
seasonality_index,2023-10,0.9232,0.0,Calendar,neutral,base
planned_recipe_hours,2023-10,1143.57,0.0,Schedule,neutral,base
available_mill_hours,2023-10,1776.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-10,632.43,0.0,Capacity balance,positive,base
avg_changeovers,2023-10,113.0,0.0,Recipe switches,neutral,base
vision_2030_compliance,2023-10,85.5,0.0,Composite,positive,base
total_sku_forecast_units,2023-10,3600815.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2023-10,1037.1044,0.0,Market,neutral,base
mill_utilization_pct,2023-10,64.3902,0.0,Utilization,positive,base
overload_hours,2023-10,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-10,193.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-10,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-10,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-10,59723.61,0.0,Procurement,neutral,base
wheat_cost_index,2023-10,1058.6168,0.0,Raw material,neutral,base
